,0
428,"{'label': 'NEGATIVE', 'score': 0.9979275465011597}"
429,"{'label': 'NEGATIVE', 'score': 0.5790385603904724}"
430,"{'label': 'POSITIVE', 'score': 0.8567717671394348}"
431,"{'label': 'NEGATIVE', 'score': 0.9659160375595093}"
432,"{'label': 'NEGATIVE', 'score': 0.9984968900680542}"
433,"{'label': 'NEGATIVE', 'score': 0.9885143637657166}"
434,"{'label': 'NEGATIVE', 'score': 0.9947713017463684}"
435,"{'label': 'NEGATIVE', 'score': 0.9987230896949768}"
436,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
437,"{'label': 'NEGATIVE', 'score': 0.9695223569869995}"
438,"{'label': 'NEGATIVE', 'score': 0.9996676445007324}"
439,"{'label': 'NEGATIVE', 'score': 0.9997386336326599}"
440,"{'label': 'POSITIVE', 'score': 0.9987585544586182}"
441,"{'label': 'POSITIVE', 'score': 0.9817066788673401}"
442,"{'label': 'NEGATIVE', 'score': 0.9996466636657715}"
443,"{'label': 'NEGATIVE', 'score': 0.9885778427124023}"
444,"{'label': 'NEGATIVE', 'score': 0.9838602542877197}"
445,"{'label': 'POSITIVE', 'score': 0.9975796341896057}"
446,"{'label': 'NEGATIVE', 'score': 0.9969297051429749}"
447,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
448,"{'label': 'NEGATIVE', 'score': 0.9996832609176636}"
449,"{'label': 'POSITIVE', 'score': 0.999462902545929}"
450,"{'label': 'NEGATIVE', 'score': 0.9885143637657166}"
451,"{'label': 'NEGATIVE', 'score': 0.9879084229469299}"
452,"{'label': 'POSITIVE', 'score': 0.9998520612716675}"
453,"{'label': 'NEGATIVE', 'score': 0.9991075396537781}"
454,"{'label': 'NEGATIVE', 'score': 0.9995866417884827}"
455,"{'label': 'NEGATIVE', 'score': 0.9663140177726746}"
456,"{'label': 'POSITIVE', 'score': 0.530254065990448}"
457,"{'label': 'NEGATIVE', 'score': 0.9983668923377991}"
458,"{'label': 'NEGATIVE', 'score': 0.77629154920578}"
459,"{'label': 'NEGATIVE', 'score': 0.9973485469818115}"
460,"{'label': 'POSITIVE', 'score': 0.9987585544586182}"
461,"{'label': 'NEGATIVE', 'score': 0.999743640422821}"
462,"{'label': 'POSITIVE', 'score': 0.9424964785575867}"
463,"{'label': 'NEGATIVE', 'score': 0.9805958271026611}"
464,"{'label': 'NEGATIVE', 'score': 0.9985517859458923}"
465,"{'label': 'NEGATIVE', 'score': 0.670405924320221}"
466,"{'label': 'NEGATIVE', 'score': 0.9994951486587524}"
467,"{'label': 'NEGATIVE', 'score': 0.998634397983551}"
468,"{'label': 'NEGATIVE', 'score': 0.8516280651092529}"
469,"{'label': 'NEGATIVE', 'score': 0.9963908791542053}"
470,"{'label': 'POSITIVE', 'score': 0.9998352527618408}"
471,"{'label': 'NEGATIVE', 'score': 0.9995947480201721}"
472,"{'label': 'NEGATIVE', 'score': 0.9918906688690186}"
473,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
474,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
475,"{'label': 'POSITIVE', 'score': 0.9932623505592346}"
476,"{'label': 'POSITIVE', 'score': 0.9168731570243835}"
477,"{'label': 'NEGATIVE', 'score': 0.9992412328720093}"
478,"{'label': 'POSITIVE', 'score': 0.7279308438301086}"
479,"{'label': 'NEGATIVE', 'score': 0.9994221925735474}"
480,"{'label': 'NEGATIVE', 'score': 0.7504714727401733}"
481,"{'label': 'NEGATIVE', 'score': 0.9997778534889221}"
482,"{'label': 'NEGATIVE', 'score': 0.9333176016807556}"
483,"{'label': 'NEGATIVE', 'score': 0.9333176016807556}"
484,"{'label': 'NEGATIVE', 'score': 0.9333176016807556}"
485,"{'label': 'NEGATIVE', 'score': 0.9333176016807556}"
486,"{'label': 'NEGATIVE', 'score': 0.9333176016807556}"
487,"{'label': 'NEGATIVE', 'score': 0.9333176016807556}"
488,"{'label': 'NEGATIVE', 'score': 0.9984676241874695}"
489,"{'label': 'NEGATIVE', 'score': 0.9942227005958557}"
490,"{'label': 'NEGATIVE', 'score': 0.9994243383407593}"
491,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
492,"{'label': 'NEGATIVE', 'score': 0.9986704587936401}"
493,"{'label': 'POSITIVE', 'score': 0.9996509552001953}"
494,"{'label': 'NEGATIVE', 'score': 0.9976893663406372}"
495,"{'label': 'NEGATIVE', 'score': 0.879565954208374}"
496,"{'label': 'NEGATIVE', 'score': 0.9996943473815918}"
497,"{'label': 'NEGATIVE', 'score': 0.998162567615509}"
498,"{'label': 'NEGATIVE', 'score': 0.9888074398040771}"
499,"{'label': 'NEGATIVE', 'score': 0.9748018980026245}"
500,"{'label': 'NEGATIVE', 'score': 0.9984883069992065}"
501,"{'label': 'POSITIVE', 'score': 0.9792033433914185}"
502,"{'label': 'NEGATIVE', 'score': 0.8829163908958435}"
503,"{'label': 'NEGATIVE', 'score': 0.9881761074066162}"
504,"{'label': 'NEGATIVE', 'score': 0.9961865544319153}"
505,"{'label': 'NEGATIVE', 'score': 0.9965619444847107}"
506,"{'label': 'NEGATIVE', 'score': 0.9892625212669373}"
507,"{'label': 'POSITIVE', 'score': 0.9944177865982056}"
508,"{'label': 'NEGATIVE', 'score': 0.9873168468475342}"
509,"{'label': 'NEGATIVE', 'score': 0.9898176789283752}"
510,"{'label': 'POSITIVE', 'score': 0.9995889067649841}"
511,"{'label': 'POSITIVE', 'score': 0.9995651841163635}"
512,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
513,"{'label': 'POSITIVE', 'score': 0.9807136654853821}"
514,"{'label': 'POSITIVE', 'score': 0.9977715611457825}"
515,"{'label': 'POSITIVE', 'score': 0.5598227977752686}"
516,"{'label': 'POSITIVE', 'score': 0.9997939467430115}"
517,"{'label': 'NEGATIVE', 'score': 0.9983144998550415}"
518,"{'label': 'NEGATIVE', 'score': 0.996229350566864}"
519,"{'label': 'POSITIVE', 'score': 0.9871025681495667}"
520,"{'label': 'NEGATIVE', 'score': 0.9909003973007202}"
521,"{'label': 'NEGATIVE', 'score': 0.9408249855041504}"
522,"{'label': 'POSITIVE', 'score': 0.9846116900444031}"
523,"{'label': 'POSITIVE', 'score': 0.9997878670692444}"
524,"{'label': 'NEGATIVE', 'score': 0.9976043105125427}"
525,"{'label': 'NEGATIVE', 'score': 0.9983382225036621}"
526,"{'label': 'NEGATIVE', 'score': 0.9971289038658142}"
527,"{'label': 'NEGATIVE', 'score': 0.8873632550239563}"
528,"{'label': 'NEGATIVE', 'score': 0.9952332377433777}"
529,"{'label': 'POSITIVE', 'score': 0.9639307260513306}"
530,"{'label': 'NEGATIVE', 'score': 0.9983920454978943}"
531,"{'label': 'POSITIVE', 'score': 0.9529627561569214}"
532,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
533,"{'label': 'NEGATIVE', 'score': 0.9598739147186279}"
534,"{'label': 'NEGATIVE', 'score': 0.9968313574790955}"
535,"{'label': 'NEGATIVE', 'score': 0.977145791053772}"
536,"{'label': 'NEGATIVE', 'score': 0.9990957975387573}"
537,"{'label': 'POSITIVE', 'score': 0.9529627561569214}"
538,"{'label': 'POSITIVE', 'score': 0.9666500091552734}"
539,"{'label': 'POSITIVE', 'score': 0.7700337767601013}"
540,"{'label': 'NEGATIVE', 'score': 0.9957467913627625}"
541,"{'label': 'NEGATIVE', 'score': 0.8939135670661926}"
542,"{'label': 'NEGATIVE', 'score': 0.9552504420280457}"
543,"{'label': 'NEGATIVE', 'score': 0.999582827091217}"
544,"{'label': 'NEGATIVE', 'score': 0.9877814054489136}"
545,"{'label': 'POSITIVE', 'score': 0.7634342312812805}"
546,"{'label': 'NEGATIVE', 'score': 0.9561540484428406}"
547,"{'label': 'NEGATIVE', 'score': 0.988427460193634}"
548,"{'label': 'POSITIVE', 'score': 0.9941918253898621}"
549,"{'label': 'NEGATIVE', 'score': 0.9945505261421204}"
550,"{'label': 'POSITIVE', 'score': 0.9529627561569214}"
551,"{'label': 'POSITIVE', 'score': 0.9997647404670715}"
552,"{'label': 'NEGATIVE', 'score': 0.9991075396537781}"
553,"{'label': 'POSITIVE', 'score': 0.9692459106445312}"
554,"{'label': 'NEGATIVE', 'score': 0.997077465057373}"
555,"{'label': 'POSITIVE', 'score': 0.9897783398628235}"
556,"{'label': 'POSITIVE', 'score': 0.9961007833480835}"
557,"{'label': 'NEGATIVE', 'score': 0.9968959093093872}"
558,"{'label': 'NEGATIVE', 'score': 0.7344738245010376}"
559,"{'label': 'POSITIVE', 'score': 0.9108961820602417}"
560,"{'label': 'NEGATIVE', 'score': 0.9970144033432007}"
561,"{'label': 'POSITIVE', 'score': 0.999821126461029}"
562,"{'label': 'NEGATIVE', 'score': 0.8741693496704102}"
563,"{'label': 'NEGATIVE', 'score': 0.9899882674217224}"
564,"{'label': 'POSITIVE', 'score': 0.9955679774284363}"
565,"{'label': 'NEGATIVE', 'score': 0.9781641960144043}"
566,"{'label': 'POSITIVE', 'score': 0.9789578914642334}"
567,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
568,"{'label': 'NEGATIVE', 'score': 0.9985463619232178}"
569,"{'label': 'NEGATIVE', 'score': 0.9981356859207153}"
570,"{'label': 'NEGATIVE', 'score': 0.9432645440101624}"
571,"{'label': 'NEGATIVE', 'score': 0.9946986436843872}"
572,"{'label': 'NEGATIVE', 'score': 0.9783805012702942}"
573,"{'label': 'NEGATIVE', 'score': 0.6619846820831299}"
574,"{'label': 'POSITIVE', 'score': 0.9029996991157532}"
575,"{'label': 'NEGATIVE', 'score': 0.9899289011955261}"
576,"{'label': 'NEGATIVE', 'score': 0.9993056058883667}"
577,"{'label': 'NEGATIVE', 'score': 0.9876500964164734}"
578,"{'label': 'POSITIVE', 'score': 0.9108961820602417}"
579,"{'label': 'POSITIVE', 'score': 0.9998413324356079}"
580,"{'label': 'NEGATIVE', 'score': 0.9943304061889648}"
581,"{'label': 'NEGATIVE', 'score': 0.9886890053749084}"
582,"{'label': 'POSITIVE', 'score': 0.9998007416725159}"
583,"{'label': 'NEGATIVE', 'score': 0.9781700968742371}"
584,"{'label': 'NEGATIVE', 'score': 0.9948595762252808}"
585,"{'label': 'NEGATIVE', 'score': 0.9916681051254272}"
586,"{'label': 'POSITIVE', 'score': 0.9603689908981323}"
587,"{'label': 'NEGATIVE', 'score': 0.9945046305656433}"
588,"{'label': 'NEGATIVE', 'score': 0.9996323585510254}"
589,"{'label': 'POSITIVE', 'score': 0.9446539282798767}"
590,"{'label': 'NEGATIVE', 'score': 0.9221657514572144}"
591,"{'label': 'NEGATIVE', 'score': 0.9963085055351257}"
592,"{'label': 'NEGATIVE', 'score': 0.9995537400245667}"
593,"{'label': 'POSITIVE', 'score': 0.9953303337097168}"
594,"{'label': 'NEGATIVE', 'score': 0.9965088963508606}"
595,"{'label': 'NEGATIVE', 'score': 0.9858906269073486}"
596,"{'label': 'NEGATIVE', 'score': 0.9956129789352417}"
597,"{'label': 'POSITIVE', 'score': 0.9997790455818176}"
598,"{'label': 'NEGATIVE', 'score': 0.9755478501319885}"
599,"{'label': 'POSITIVE', 'score': 0.9284368753433228}"
600,"{'label': 'POSITIVE', 'score': 0.9935526847839355}"
601,"{'label': 'NEGATIVE', 'score': 0.8492142558097839}"
602,"{'label': 'NEGATIVE', 'score': 0.9622207880020142}"
603,"{'label': 'POSITIVE', 'score': 0.9280405044555664}"
604,"{'label': 'POSITIVE', 'score': 0.9800722599029541}"
605,"{'label': 'POSITIVE', 'score': 0.9836217761039734}"
606,"{'label': 'NEGATIVE', 'score': 0.9379997849464417}"
607,"{'label': 'NEGATIVE', 'score': 0.9992145299911499}"
608,"{'label': 'POSITIVE', 'score': 0.9997894167900085}"
609,"{'label': 'NEGATIVE', 'score': 0.998646080493927}"
610,"{'label': 'NEGATIVE', 'score': 0.9965289235115051}"
611,"{'label': 'NEGATIVE', 'score': 0.9996045231819153}"
612,"{'label': 'NEGATIVE', 'score': 0.998076319694519}"
613,"{'label': 'NEGATIVE', 'score': 0.9797258973121643}"
614,"{'label': 'POSITIVE', 'score': 0.9980576634407043}"
615,"{'label': 'NEGATIVE', 'score': 0.9725503921508789}"
616,"{'label': 'NEGATIVE', 'score': 0.6516591906547546}"
617,"{'label': 'POSITIVE', 'score': 0.992586076259613}"
618,"{'label': 'NEGATIVE', 'score': 0.942886233329773}"
619,"{'label': 'NEGATIVE', 'score': 0.9302296042442322}"
620,"{'label': 'NEGATIVE', 'score': 0.9961671233177185}"
621,"{'label': 'NEGATIVE', 'score': 0.9935179948806763}"
622,"{'label': 'NEGATIVE', 'score': 0.7684623003005981}"
623,"{'label': 'POSITIVE', 'score': 0.9992938041687012}"
624,"{'label': 'POSITIVE', 'score': 0.9988251328468323}"
625,"{'label': 'NEGATIVE', 'score': 0.9992638230323792}"
626,"{'label': 'NEGATIVE', 'score': 0.9965232610702515}"
627,"{'label': 'POSITIVE', 'score': 0.9991034865379333}"
628,"{'label': 'NEGATIVE', 'score': 0.9947447776794434}"
629,"{'label': 'POSITIVE', 'score': 0.9977586269378662}"
630,"{'label': 'POSITIVE', 'score': 0.9988251328468323}"
631,"{'label': 'POSITIVE', 'score': 0.9504522681236267}"
632,"{'label': 'NEGATIVE', 'score': 0.985547661781311}"
633,"{'label': 'POSITIVE', 'score': 0.9991034865379333}"
634,"{'label': 'POSITIVE', 'score': 0.999786913394928}"
635,"{'label': 'POSITIVE', 'score': 0.9792917370796204}"
636,"{'label': 'NEGATIVE', 'score': 0.9986005425453186}"
637,"{'label': 'NEGATIVE', 'score': 0.9991140961647034}"
638,"{'label': 'POSITIVE', 'score': 0.9985681772232056}"
639,"{'label': 'POSITIVE', 'score': 0.9884489178657532}"
640,"{'label': 'NEGATIVE', 'score': 0.9986295700073242}"
641,"{'label': 'POSITIVE', 'score': 0.9991152882575989}"
642,"{'label': 'NEGATIVE', 'score': 0.9960915446281433}"
643,"{'label': 'NEGATIVE', 'score': 0.997269332408905}"
644,"{'label': 'POSITIVE', 'score': 0.9991152882575989}"
645,"{'label': 'POSITIVE', 'score': 0.7927703857421875}"
646,"{'label': 'POSITIVE', 'score': 0.9988873600959778}"
647,"{'label': 'NEGATIVE', 'score': 0.9844846725463867}"
648,"{'label': 'POSITIVE', 'score': 0.9108961820602417}"
649,"{'label': 'NEGATIVE', 'score': 0.9915722608566284}"
650,"{'label': 'POSITIVE', 'score': 0.999786913394928}"
651,"{'label': 'POSITIVE', 'score': 0.9992938041687012}"
652,"{'label': 'POSITIVE', 'score': 0.9997243285179138}"
653,"{'label': 'NEGATIVE', 'score': 0.9970929622650146}"
654,"{'label': 'NEGATIVE', 'score': 0.9933143258094788}"
655,"{'label': 'NEGATIVE', 'score': 0.9940701127052307}"
656,"{'label': 'NEGATIVE', 'score': 0.9942328333854675}"
657,"{'label': 'NEGATIVE', 'score': 0.9938682913780212}"
658,"{'label': 'POSITIVE', 'score': 0.971155047416687}"
659,"{'label': 'NEGATIVE', 'score': 0.9981154203414917}"
660,"{'label': 'NEGATIVE', 'score': 0.9972240924835205}"
661,"{'label': 'POSITIVE', 'score': 0.9495934844017029}"
662,"{'label': 'POSITIVE', 'score': 0.999786913394928}"
663,"{'label': 'NEGATIVE', 'score': 0.9997151494026184}"
664,"{'label': 'NEGATIVE', 'score': 0.9987502098083496}"
665,"{'label': 'POSITIVE', 'score': 0.5359430313110352}"
666,"{'label': 'POSITIVE', 'score': 0.9689164161682129}"
667,"{'label': 'POSITIVE', 'score': 0.9992396831512451}"
668,"{'label': 'NEGATIVE', 'score': 0.998002827167511}"
669,"{'label': 'NEGATIVE', 'score': 0.8268076181411743}"
670,"{'label': 'NEGATIVE', 'score': 0.9988559484481812}"
671,"{'label': 'NEGATIVE', 'score': 0.9993315935134888}"
672,"{'label': 'NEGATIVE', 'score': 0.9976370334625244}"
673,"{'label': 'POSITIVE', 'score': 0.7958414554595947}"
674,"{'label': 'NEGATIVE', 'score': 0.999438464641571}"
675,"{'label': 'NEGATIVE', 'score': 0.9996881484985352}"
676,"{'label': 'POSITIVE', 'score': 0.9991022348403931}"
677,"{'label': 'NEGATIVE', 'score': 0.9955490827560425}"
678,"{'label': 'POSITIVE', 'score': 0.973762571811676}"
679,"{'label': 'POSITIVE', 'score': 0.9924106597900391}"
680,"{'label': 'POSITIVE', 'score': 0.9982732534408569}"
681,"{'label': 'NEGATIVE', 'score': 0.990372896194458}"
682,"{'label': 'POSITIVE', 'score': 0.5403016805648804}"
683,"{'label': 'NEGATIVE', 'score': 0.9223498702049255}"
684,"{'label': 'NEGATIVE', 'score': 0.9983494281768799}"
685,"{'label': 'NEGATIVE', 'score': 0.9984229803085327}"
686,"{'label': 'POSITIVE', 'score': 0.998171329498291}"
687,"{'label': 'NEGATIVE', 'score': 0.9987506866455078}"
688,"{'label': 'NEGATIVE', 'score': 0.9972403049468994}"
689,"{'label': 'NEGATIVE', 'score': 0.9479774832725525}"
690,"{'label': 'NEGATIVE', 'score': 0.8356829285621643}"
691,"{'label': 'NEGATIVE', 'score': 0.9979609251022339}"
692,"{'label': 'NEGATIVE', 'score': 0.9931627511978149}"
693,"{'label': 'NEGATIVE', 'score': 0.9989367127418518}"
694,"{'label': 'NEGATIVE', 'score': 0.988962709903717}"
695,"{'label': 'NEGATIVE', 'score': 0.9952256679534912}"
696,"{'label': 'NEGATIVE', 'score': 0.9984098672866821}"
697,"{'label': 'NEGATIVE', 'score': 0.9931245446205139}"
698,"{'label': 'NEGATIVE', 'score': 0.9966360330581665}"
699,"{'label': 'NEGATIVE', 'score': 0.9951162338256836}"
700,"{'label': 'NEGATIVE', 'score': 0.9746109247207642}"
701,"{'label': 'NEGATIVE', 'score': 0.985258936882019}"
702,"{'label': 'POSITIVE', 'score': 0.9998176693916321}"
703,"{'label': 'NEGATIVE', 'score': 0.9119833707809448}"
704,"{'label': 'POSITIVE', 'score': 0.9998056292533875}"
705,"{'label': 'POSITIVE', 'score': 0.9767535924911499}"
706,"{'label': 'POSITIVE', 'score': 0.9988251328468323}"
707,"{'label': 'NEGATIVE', 'score': 0.9640589952468872}"
708,"{'label': 'POSITIVE', 'score': 0.9992938041687012}"
709,"{'label': 'NEGATIVE', 'score': 0.9982566237449646}"
710,"{'label': 'POSITIVE', 'score': 0.9992938041687012}"
711,"{'label': 'POSITIVE', 'score': 0.9992938041687012}"
712,"{'label': 'NEGATIVE', 'score': 0.9871442914009094}"
713,"{'label': 'POSITIVE', 'score': 0.9284368753433228}"
714,"{'label': 'NEGATIVE', 'score': 0.9991994500160217}"
715,"{'label': 'NEGATIVE', 'score': 0.9987369179725647}"
716,"{'label': 'POSITIVE', 'score': 0.9991034865379333}"
717,"{'label': 'NEGATIVE', 'score': 0.9931176900863647}"
718,"{'label': 'POSITIVE', 'score': 0.999256432056427}"
719,"{'label': 'POSITIVE', 'score': 0.9998505115509033}"
720,"{'label': 'POSITIVE', 'score': 0.9991152882575989}"
721,"{'label': 'POSITIVE', 'score': 0.9648584723472595}"
722,"{'label': 'NEGATIVE', 'score': 0.9987342953681946}"
723,"{'label': 'NEGATIVE', 'score': 0.9997391104698181}"
724,"{'label': 'POSITIVE', 'score': 0.9992938041687012}"
725,"{'label': 'NEGATIVE', 'score': 0.998180627822876}"
726,"{'label': 'NEGATIVE', 'score': 0.9996949434280396}"
727,"{'label': 'POSITIVE', 'score': 0.9998080134391785}"
728,"{'label': 'POSITIVE', 'score': 0.9108961820602417}"
729,"{'label': 'POSITIVE', 'score': 0.9992938041687012}"
730,"{'label': 'NEGATIVE', 'score': 0.9991075396537781}"
731,"{'label': 'NEGATIVE', 'score': 0.9910581111907959}"
732,"{'label': 'NEGATIVE', 'score': 0.9987719655036926}"
733,"{'label': 'POSITIVE', 'score': 0.8972492814064026}"
734,"{'label': 'NEGATIVE', 'score': 0.9140046834945679}"
735,"{'label': 'NEGATIVE', 'score': 0.9987420439720154}"
736,"{'label': 'NEGATIVE', 'score': 0.5335583686828613}"
737,"{'label': 'NEGATIVE', 'score': 0.9995899796485901}"
738,"{'label': 'NEGATIVE', 'score': 0.8987975716590881}"
739,"{'label': 'NEGATIVE', 'score': 0.9867779016494751}"
740,"{'label': 'POSITIVE', 'score': 0.8972492814064026}"
741,"{'label': 'NEGATIVE', 'score': 0.999506950378418}"
742,"{'label': 'NEGATIVE', 'score': 0.9963365793228149}"
743,"{'label': 'NEGATIVE', 'score': 0.9942954182624817}"
744,"{'label': 'NEGATIVE', 'score': 0.9959142804145813}"
745,"{'label': 'NEGATIVE', 'score': 0.8980608582496643}"
746,"{'label': 'NEGATIVE', 'score': 0.9990718364715576}"
747,"{'label': 'NEGATIVE', 'score': 0.9898928999900818}"
748,"{'label': 'NEGATIVE', 'score': 0.9957257509231567}"
749,"{'label': 'NEGATIVE', 'score': 0.9994753003120422}"
750,"{'label': 'NEGATIVE', 'score': 0.9993440508842468}"
751,"{'label': 'NEGATIVE', 'score': 0.9987240433692932}"
752,"{'label': 'POSITIVE', 'score': 0.999256432056427}"
753,"{'label': 'NEGATIVE', 'score': 0.9967251420021057}"
754,"{'label': 'POSITIVE', 'score': 0.9108961820602417}"
755,"{'label': 'NEGATIVE', 'score': 0.9949145317077637}"
756,"{'label': 'NEGATIVE', 'score': 0.9991509914398193}"
757,"{'label': 'NEGATIVE', 'score': 0.9762187004089355}"
758,"{'label': 'POSITIVE', 'score': 0.8878728747367859}"
759,"{'label': 'NEGATIVE', 'score': 0.9979554414749146}"
760,"{'label': 'POSITIVE', 'score': 0.5294351577758789}"
761,"{'label': 'POSITIVE', 'score': 0.9919919371604919}"
762,"{'label': 'NEGATIVE', 'score': 0.9997829794883728}"
763,"{'label': 'NEGATIVE', 'score': 0.9535367488861084}"
764,"{'label': 'POSITIVE', 'score': 0.7325525283813477}"
765,"{'label': 'NEGATIVE', 'score': 0.9437956809997559}"
766,"{'label': 'NEGATIVE', 'score': 0.9991057515144348}"
767,"{'label': 'NEGATIVE', 'score': 0.9696078896522522}"
768,"{'label': 'POSITIVE', 'score': 0.9828436374664307}"
769,"{'label': 'NEGATIVE', 'score': 0.9925755262374878}"
770,"{'label': 'NEGATIVE', 'score': 0.6047112941741943}"
771,"{'label': 'NEGATIVE', 'score': 0.999617338180542}"
772,"{'label': 'POSITIVE', 'score': 0.9992938041687012}"
773,"{'label': 'NEGATIVE', 'score': 0.9991418123245239}"
774,"{'label': 'NEGATIVE', 'score': 0.997875452041626}"
775,"{'label': 'NEGATIVE', 'score': 0.9990862607955933}"
776,"{'label': 'POSITIVE', 'score': 0.9960461258888245}"
777,"{'label': 'NEGATIVE', 'score': 0.9512028098106384}"
778,"{'label': 'NEGATIVE', 'score': 0.9969308972358704}"
779,"{'label': 'NEGATIVE', 'score': 0.9997885823249817}"
